trans_period,DevelopmentRegion,RegionalDistrict,Municipality,no_mkt_trans,no_resid_trans,no_resid_acreage_trans,resid_comm_count,no_resid_farm,no_resid_fam,no_res_1fam,no_resid_strata,no_resid_non_strata,no_resid_other,no_comm_tot,no_comm_comm,no_comm_strata_nores,no_comm_other,no_recr_tot,no_farm_tot,no_unkn_tot,sum_FMV,mn_FMV,md_FMV,sum_PPT_paid,md_PPT,no_foreign,sum_FMV_foreign,mn_FMV_foreign,md_FMV_foreign,add_tax_paid
2017-09-01,Nechako & North Coast,NORTH COAST,QUEEN CHARLOTTE RURAL,5,5,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1209800,241960,205000,NA,NA,0,NA,NA,NA,NA
2017-09-01,Nechako & North Coast,NORTH COAST,VILLAGE OF MASSET,8,8,0,1,0,0,7,0,0,0,0,0,0,0,0,0,0,657000,82125,92500,6570,925,0,NA,NA,NA,NA
2017-09-01,Nechako & North Coast,NORTH COAST,VILLAGE OF PORT CLEMENTS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA
2017-09-01,Northeast,NORTHERN ROCKIES-PEACE RIVER,CITY OF DAWSON CREEK,30,29,0,0,0,0,28,0,0,1,1,1,0,0,0,0,0,8058239,268607.9667,253950,110789.39,3079,0,NA,NA,NA,NA
2017-09-01,Northeast,NORTHERN ROCKIES-PEACE RIVER,CITY OF FORT ST. JOHN,42,37,0,0,0,0,33,4,0,0,5,5,0,0,0,0,0,18427693.51,438754.6074,313750,299427.5,4125,0,NA,NA,NA,NA
2017-09-01,Northeast,NORTHERN ROCKIES-PEACE RIVER,DAWSON CREEK RURAL,51,25,13,1,4,0,6,0,0,1,5,3,0,2,0,20,1,8519254,167044.1961,104100,114035.67,1041,NA,NA,NA,NA,NA
2017-09-01,Northeast,NORTHERN ROCKIES-PEACE RIVER,DISTRICT OF CHETWYND,4,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,935000,233750,237500,NA,NA,0,NA,NA,NA,NA
2017-09-01,Northeast,NORTHERN ROCKIES-PEACE RIVER,DISTRICT OF HUDSON'S HOPE,2,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,401500,200750,200750,NA,NA,0,NA,NA,NA,NA
2017-09-01,Northeast,NORTHERN ROCKIES-PEACE RIVER,DISTRICT OF NORTHERN ROCKIES REGIONAL MUNICIPALITY,7,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,666850,95264.28571,95000,6668.5,950,0,NA,NA,NA,NA
2017-09-01,Northeast,NORTHERN ROCKIES-PEACE RIVER,DISTRICT OF TAYLOR,5,3,0,0,0,0,1,2,0,0,1,1,0,0,0,1,0,808675.97,161735.194,188953.49,4448,330,0,NA,NA,NA,NA
2017-09-01,Northeast,NORTHERN ROCKIES-PEACE RIVER,DISTRICT OF TUMBLER RIDGE,6,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,425820,70970,73500,4258.2,735,0,NA,NA,NA,NA
2017-09-01,Northeast,NORTHERN ROCKIES-PEACE RIVER,FORT ST. JOHN RURAL,35,11,7,0,1,0,3,0,0,0,1,1,0,0,0,23,0,11477628.65,327932.2471,206045,174381.25,1840,0,NA,NA,NA,NA
2017-09-01,Northeast,NORTHERN ROCKIES-PEACE RIVER,VILLAGE OF POUCE COUPE,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,262596.9,262596.9,262596.9,NA,NA,0,NA,NA,NA,NA
2017-09-01,Thompson/Okanagan,CENTRAL OKANAGAN,CENTRAL OKANAGAN RURAL,38,37,6,0,0,0,28,3,0,0,1,0,0,1,0,0,0,21002271.19,552691.3471,177738.095,417107.5,1575,NA,NA,NA,NA,NA
2017-09-01,Thompson/Okanagan,CENTRAL OKANAGAN,CITY OF KELOWNA,465,452,5,6,3,1,194,171,2,70,9,3,2,4,0,2,2,264130834.9,568023.3008,455803,4256676.52,6800,NA,NA,NA,NA,NA
2017-09-01,Thompson/Okanagan,CENTRAL OKANAGAN,DISTRICT OF LAKE COUNTRY,63,62,6,0,0,0,26,12,0,18,0,0,0,0,0,1,0,33458721.7,531090.8206,495000,467743.33,6300,NA,NA,NA,NA,NA
2017-09-01,Thompson/Okanagan,CENTRAL OKANAGAN,DISTRICT OF PEACHLAND,22,22,1,0,0,0,13,8,0,0,0,0,0,0,0,0,0,13044450,592929.5455,492000,211139,7650,0,NA,NA,NA,NA
2017-09-01,Thompson/Okanagan,CENTRAL OKANAGAN,DISTRICT OF WEST KELOWNA,142,139,2,0,0,1,89,26,0,21,1,1,0,0,0,0,2,88270887.49,621625.9682,540000,1466456.95,8480,NA,NA,NA,NA,NA
2017-09-01,Thompson/Okanagan,CENTRAL OKANAGAN,WESTBANK FIRST NATION,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA
2017-09-01,Thompson/Okanagan,COLUMBIA SHUSWAP,CITY OF REVELSTOKE,26,26,0,0,0,1,19,4,0,2,0,0,0,0,0,0,0,8268594.98,318022.8838,352500,118205.95,5050,NA,NA,NA,NA,NA
2017-09-01,Thompson/Okanagan,COLUMBIA SHUSWAP,DISTRICT OF SALMON ARM,81,81,4,1,1,0,45,14,1,15,0,0,0,0,0,0,0,32052392.13,395708.5448,350000,450426.65,4498,0,NA,NA,NA,NA
2017-09-01,Thompson/Okanagan,COLUMBIA SHUSWAP,DISTRICT OF SICAMOUS,23,20,0,2,1,0,12,5,0,0,0,0,0,0,2,0,1,6663175,289703.2609,292300,91568.5,3846,0,NA,NA,NA,NA
2017-09-01,Thompson/Okanagan,COLUMBIA SHUSWAP,GOLDEN RURAL,13,10,6,0,0,1,3,0,0,0,2,1,0,1,1,0,0,6175561.81,475043.2162,275000,NA,NA,NA,NA,NA,NA,NA
2017-09-01,Thompson/Okanagan,COLUMBIA SHUSWAP,REVELSTOKE RURAL,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1300000,650000,650000,NA,NA,NA,NA,NA,NA,NA
2017-09-01,Thompson/Okanagan,COLUMBIA SHUSWAP,SALMON ARM RURAL,125,115,38,2,3,0,68,4,0,0,4,2,0,2,6,0,0,38192141.99,305537.1359,263500,568834.12,3200,NA,NA,NA,NA,NA
2017-09-01,Thompson/Okanagan,COLUMBIA SHUSWAP,TOWN OF GOLDEN,13,13,0,0,0,0,10,3,0,0,0,0,0,0,0,0,0,3427735,263671.9231,278000,NA,NA,0,NA,NA,NA,NA
2017-09-01,Thompson/Okanagan,NORTH OKANAGAN,CITY OF ARMSTRONG,23,22,0,0,0,0,17,1,0,4,1,1,0,0,0,0,0,11533984.5,501477.587,306000,199878.69,3800,0,NA,NA,NA,NA
2017-09-01,Thompson/Okanagan,NORTH OKANAGAN,CITY OF ENDERBY,5,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1495400,299080,275000,19908,3500,0,NA,NA,NA,NA
2017-09-01,Thompson/Okanagan,NORTH OKANAGAN,CITY OF VERNON,156,153,1,4,0,0,88,52,0,8,3,2,1,0,0,0,0,68311212.4,437892.3872,387000,1015251.9,5579,0,NA,NA,NA,NA
2017-09-01,Thompson/Okanagan,NORTH OKANAGAN,DISTRICT OF COLDSTREAM,35,35,0,0,3,0,30,0,0,2,0,0,0,0,0,0,0,23596242,674178.3429,650000,396311,10900,0,NA,NA,NA,NA
2017-09-01,Thompson/Okanagan,NORTH OKANAGAN,DISTRICT OF SPALLUMCHEEN,6,4,3,0,0,0,1,0,0,0,2,0,0,2,0,0,0,3875000,645833.3333,700000,66100,12000,0,NA,NA,NA,NA
2017-09-01,Thompson/Okanagan,NORTH OKANAGAN,VERNON RURAL,41,39,16,0,3,1,14,5,0,0,0,0,0,0,0,2,0,18677983,455560.561,409567,298580.66,6191.34,0,NA,NA,NA,NA
2017-09-01,Thompson/Okanagan,NORTH OKANAGAN,VILLAGE OF LUMBY,10,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,3261100,326110,302000,45636,4040,0,NA,NA,NA,NA
2017-09-01,Thompson/Okanagan,OKANAGAN-SIMILKAMEEN,CITY OF PENTICTON,148,146,2,1,1,0,61,44,0,37,2,2,0,0,0,0,0,60636788.12,409708.0278,355000,869629.07,4370,NA,NA,NA,NA,NA
2017-09-01,Thompson/Okanagan,OKANAGAN-SIMILKAMEEN,DISTRICT OF SUMMERLAND,41,41,3,1,0,0,28,8,0,1,0,0,0,0,0,0,0,19724159.38,481077.058,490000,313025.26,7800,0,NA,NA,NA,NA
2017-09-01,Thompson/Okanagan,OKANAGAN-SIMILKAMEEN,OLIVER RURAL,27,25,8,0,1,0,15,0,0,1,0,0,0,0,0,2,0,16047300,594344.4444,530000,268331.7,8600,0,NA,NA,NA,NA
2017-09-01,Thompson/Okanagan,OKANAGAN-SIMILKAMEEN,PENTICTON RURAL,45,28,9,2,0,1,15,1,0,0,0,0,0,0,4,13,0,21209299,471317.7556,425000,332291.73,4900,NA,NA,NA,NA,NA
2017-09-01,Thompson/Okanagan,OKANAGAN-SIMILKAMEEN,PRINCETON RURAL,18,17,7,1,2,0,7,0,0,0,0,0,0,0,1,0,0,6410585.71,356143.6506,282500,101423.86,3650,0,NA,NA,NA,NA
2017-09-01,Thompson/Okanagan,OKANAGAN-SIMILKAMEEN,TOWN OF OLIVER,17,16,0,0,0,0,14,2,0,0,1,0,0,1,0,0,0,5757950,338702.9412,310000,84049.5,4200,0,NA,NA,NA,NA
2017-09-01,Thompson/Okanagan,OKANAGAN-SIMILKAMEEN,TOWN OF OSOYOOS,30,29,1,0,0,0,11,14,3,0,0,0,0,0,1,0,0,9379119.62,312637.3207,248800,137212.2,2976,0,NA,NA,NA,NA
2017-09-01,Thompson/Okanagan,OKANAGAN-SIMILKAMEEN,TOWN OF PRINCETON,18,18,0,1,0,0,15,2,0,0,0,0,0,0,0,0,0,5172434.92,287357.4956,286000,61598,3199,0,NA,NA,NA,NA
2017-09-01,Thompson/Okanagan,OKANAGAN-SIMILKAMEEN,VILLAGE OF KEREMEOS,8,8,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,3024900,378112.5,402000,22438,2430,0,NA,NA,NA,NA
2017-09-01,Thompson/Okanagan,THOMPSON-NICOLA,ASHCROFT RURAL,8,7,2,0,1,0,4,0,0,0,0,0,0,0,1,0,0,1628800,203600,150000,21593,1500,0,NA,NA,NA,NA
2017-09-01,Thompson/Okanagan,THOMPSON-NICOLA,CITY OF KAMLOOPS,278,274,2,0,0,1,202,46,0,23,3,3,0,0,0,0,1,106926602.8,384628.0676,379950,1417599.8,4875,NA,NA,NA,NA,NA
2017-09-01,Thompson/Okanagan,THOMPSON-NICOLA,CITY OF MERRITT,38,36,0,0,0,0,32,4,0,0,2,1,0,1,0,0,0,9291994.29,244526.1655,230000,114675,2370,0,NA,NA,NA,NA
2017-09-01,Thompson/Okanagan,THOMPSON-NICOLA,DISTRICT OF BARRIERE,9,9,1,0,0,0,8,0,0,0,0,0,0,0,0,0,0,2589900,287766.6667,290000,35738,3800,0,NA,NA,NA,NA
2017-09-01,Thompson/Okanagan,THOMPSON-NICOLA,DISTRICT OF CLEARWATER,7,6,2,0,0,0,4,0,0,0,0,0,0,0,0,0,1,1411450,201635.7143,218000,17019.5,2360,0,NA,NA,NA,NA
2017-09-01,Thompson/Okanagan,THOMPSON-NICOLA,DISTRICT OF LOGAN LAKE,11,11,0,0,0,0,8,2,0,1,0,0,0,0,0,0,0,2278184,207107.6364,153000,23899.04,1450,NA,NA,NA,NA,NA
2017-09-01,Thompson/Okanagan,THOMPSON-NICOLA,KAMLOOPS RURAL,42,41,13,0,3,0,22,3,0,0,0,0,0,0,0,1,0,16001450,380986.9048,373500,245410.5,5470,0,NA,NA,NA,NA
2017-09-01,Thompson/Okanagan,THOMPSON-NICOLA,MERRITT RURAL,7,7,5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1908400,272628.5714,235000,26643,2700,0,NA,NA,NA,NA
2017-09-01,Thompson/Okanagan,THOMPSON-NICOLA,VILLAGE OF ASHCROFT,11,11,0,0,0,0,9,2,0,0,0,0,0,0,0,0,0,2526400,229672.7273,191500,33104,1915,0,NA,NA,NA,NA
2017-09-01,Thompson/Okanagan,THOMPSON-NICOLA,VILLAGE OF CACHE CREEK,2,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,960000,480000,480000,NA,NA,NA,NA,NA,NA,NA
2017-09-01,Thompson/Okanagan,THOMPSON-NICOLA,VILLAGE OF CHASE,13,13,0,1,0,0,10,1,0,1,0,0,0,0,0,0,0,3971850,305526.9231,248000,57498.5,2960,0,NA,NA,NA,NA
2017-09-01,Thompson/Okanagan,THOMPSON-NICOLA,VILLAGE OF CLINTON,2,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,308000,154000,154000,NA,NA,0,NA,NA,NA,NA
2017-09-01,Thompson/Okanagan,THOMPSON-NICOLA,VILLAGE OF LYTTON,2,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,340000,170000,170000,NA,NA,0,NA,NA,NA,NA
2017-09-01,Unknown,UNKNOWN,UNKNOWN,128,111,0,0,0,0,10,6,4,91,7,0,1,6,3,3,4,81967022.62,640367.3642,472500,1480274.29,7450,NA,NA,NA,NA,NA
2017-09-01,Vancouver Island/Coast,ALBERNI-CLAYOQUOT,ALBERNI RURAL,129,121,28,0,3,0,84,6,0,0,2,1,0,1,4,1,1,74629550,578523.6434,498000,1265420,7780,NA,NA,NA,NA,NA
2017-09-01,Vancouver Island/Coast,ALBERNI-CLAYOQUOT,CITY OF PORT ALBERNI,79,79,0,1,0,2,65,7,0,4,0,0,0,0,0,0,0,20271850,256605.6962,239000,245076.5,2600,0,NA,NA,NA,NA
2017-09-01,Vancouver Island/Coast,ALBERNI-CLAYOQUOT,DISTRICT OF TOFINO,6,5,1,0,0,0,2,1,1,0,1,1,0,0,0,0,0,5941000,990166.6667,925000,106820,16500,0,NA,NA,NA,NA
2017-09-01,Vancouver Island/Coast,ALBERNI-CLAYOQUOT,DISTRICT OF UCLUELET,11,11,0,0,0,0,8,1,2,0,0,0,0,0,0,0,0,4013000,364818.1818,380000,59310,5600,0,NA,NA,NA,NA
2017-09-01,Vancouver Island/Coast,CAPITAL,CITY OF COLWOOD,32,32,0,0,0,0,23,9,0,0,0,0,0,0,0,0,0,18624075.68,582002.365,587500,300086.7,9299,NA,NA,NA,NA,NA
2017-09-01,Vancouver Island/Coast,CAPITAL,CITY OF VICTORIA,266,261,0,3,0,9,47,132,1,69,4,2,0,2,0,0,1,144629385.2,543719.4933,424950,2163889.81,6217.25,14,7694324.77,549594.6264,405727.81,NA
2017-09-01,Vancouver Island/Coast,CAPITAL,DISTRICT OF CENTRAL SAANICH,32,31,3,0,3,0,13,10,2,0,1,1,0,0,0,0,0,24126619.86,753956.8706,697500,424364.4,11950,0,NA,NA,NA,NA
2017-09-01,Vancouver Island/Coast,CAPITAL,DISTRICT OF ESQUIMALT,30,28,0,0,0,0,13,15,0,0,2,1,0,1,0,0,0,16254939,541831.3,499750.5,265098.78,7995.01,NA,NA,NA,NA,NA
2017-09-01,Vancouver Island/Coast,CAPITAL,DISTRICT OF HIGHLANDS,5,5,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4404380.95,880876.19,752380.95,78087.62,13047.62,0,NA,NA,NA,NA
2017-09-01,Vancouver Island/Coast,CAPITAL,DISTRICT OF LANGFORD,121,121,1,0,0,0,60,56,0,4,0,0,0,0,0,0,0,59009146.09,487678.8933,455000,906110.1,6600,6,3169280.95,528213.4917,505000,NA
2017-09-01,Vancouver Island/Coast,CAPITAL,DISTRICT OF METCHOSIN,8,8,2,0,1,0,5,0,0,0,0,0,0,0,0,0,0,6975190,871898.75,1000000,123503.8,18000,0,NA,NA,NA,NA
2017-09-01,Vancouver Island/Coast,CAPITAL,DISTRICT OF NORTH SAANICH,33,33,2,0,0,0,28,2,0,1,0,0,0,0,0,0,0,39536830.02,1198085.758,980000,705521,17600,NA,NA,NA,NA,NA
2017-09-01,Vancouver Island/Coast,CAPITAL,DISTRICT OF OAK BAY,24,24,0,0,0,2,20,2,0,0,0,0,0,0,0,0,0,27773565,1157231.875,1017500,519571.3,18350,NA,NA,NA,NA,NA
2017-09-01,Vancouver Island/Coast,CAPITAL,DISTRICT OF SAANICH,200,199,1,1,0,0,105,57,0,35,0,0,0,0,0,1,0,137484419.9,687422.0996,616750,2324524.31,10310,16,7757672.11,484854.5069,416217.43,NA
2017-09-01,Vancouver Island/Coast,CAPITAL,DISTRICT OF SOOKE,52,52,3,0,0,0,35,7,0,7,0,0,0,0,0,0,0,23462281.5,451197.7212,421719.77,320720.79,5050,NA,NA,NA,NA,NA
2017-09-01,Vancouver Island/Coast,CAPITAL,GULF ISLANDS RURAL,71,68,22,0,1,0,43,2,0,0,0,0,0,0,1,2,0,43387345.91,611089.379,469900,731691.68,7398,NA,NA,NA,NA,NA
2017-09-01,Vancouver Island/Coast,CAPITAL,TOWN OF SIDNEY,45,45,0,2,0,0,18,17,0,8,0,0,0,0,0,0,0,30733063.01,682956.9558,599900,459914.8,7000,NA,NA,NA,NA,NA
2017-09-01,Vancouver Island/Coast,CAPITAL,TOWN OF VIEW ROYAL,29,28,0,0,0,0,16,12,0,0,0,0,0,0,0,0,1,16807330.39,579563.1169,575000,249814.2,8108,0,NA,NA,NA,NA
2017-09-01,Vancouver Island/Coast,CAPITAL,VICTORIA RURAL,20,19,10,0,0,0,9,0,0,0,1,0,0,1,0,0,0,9842080,492104,332500,160776.6,4650,0,NA,NA,NA,NA
2017-09-01,Vancouver Island/Coast,CENTRAL COAST-MOUNT WADDINGTON,BELLA COOLA RURAL,3,3,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,229566,76522,72150,NA,NA,0,NA,NA,NA,NA
2017-09-01,Vancouver Island/Coast,CENTRAL COAST-MOUNT WADDINGTON,DISTRICT OF PORT HARDY,17,15,0,0,0,0,13,2,0,0,1,1,0,0,0,0,1,2498000,146941.1765,162000,28849,1620,0,NA,NA,NA,NA
2017-09-01,Vancouver Island/Coast,CENTRAL COAST-MOUNT WADDINGTON,PORT HARDY RURAL,11,10,3,0,0,0,7,0,0,0,0,0,0,0,1,0,0,1590300,144572.7273,59900,20518,599,NA,NA,NA,NA,NA
2017-09-01,Vancouver Island/Coast,CENTRAL COAST-MOUNT WADDINGTON,TOWN OF PORT MCNEILL,7,6,0,0,0,0,3,3,0,0,1,1,0,0,0,0,0,1847000,263857.1429,245000,24420,2900,0,NA,NA,NA,NA
2017-09-01,Vancouver Island/Coast,CENTRAL COAST-MOUNT WADDINGTON,VILLAGE OF ALERT BAY,4,3,0,0,0,0,3,0,0,0,1,1,0,0,0,0,0,592100,148025,159500,NA,NA,0,NA,NA,NA,NA
2017-09-01,Vancouver Island/Coast,CENTRAL COAST-MOUNT WADDINGTON,VILLAGE OF PORT ALICE,7,7,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,617500,88214.28571,70000,6175,700,0,NA,NA,NA,NA
2017-09-01,Vancouver Island/Coast,COMOX VALLEY,CITY OF COURTENAY,133,129,1,1,0,0,58,35,2,32,4,0,4,0,0,0,0,45446928.8,341706.2316,290000,577484.72,3500,NA,NA,NA,NA,NA
2017-09-01,Vancouver Island/Coast,COMOX VALLEY,COURTENAY RURAL,62,57,12,1,2,0,40,1,1,0,1,0,0,1,4,0,0,31971658.37,515671.9092,476000,519581.17,7520,NA,NA,NA,NA,NA
2017-09-01,Vancouver Island/Coast,COMOX VALLEY,TOWN OF COMOX,41,41,0,0,0,0,25,14,0,2,0,0,0,0,0,0,0,17867280,435787.3171,430000,258315,6100,0,NA,NA,NA,NA
2017-09-01,Vancouver Island/Coast,COMOX VALLEY,VILLAGE OF CUMBERLAND,22,22,0,0,0,0,14,1,0,7,0,0,0,0,0,0,0,6367494.53,289431.5695,311250,72397,3125,0,NA,NA,NA,NA
2017-09-01,Vancouver Island/Coast,COWICHAN VALLEY,CITY OF DUNCAN,32,31,0,1,0,0,13,1,0,16,1,1,0,0,0,0,0,10653089.81,332909.0566,307500,94631.14,2969,0,NA,NA,NA,NA
2017-09-01,Vancouver Island/Coast,COWICHAN VALLEY,DISTRICT OF NORTH COWICHAN,104,102,6,1,2,4,68,19,0,2,1,1,0,0,0,1,0,50387871,484498.7596,390000,849311.51,5699,NA,NA,NA,NA,NA
2017-09-01,Vancouver Island/Coast,COWICHAN VALLEY,DUNCAN RURAL,94,92,15,0,0,0,75,2,0,0,1,0,0,1,1,0,0,46735129,497182.2234,479000,722298.53,6960,NA,NA,NA,NA,NA
2017-09-01,Vancouver Island/Coast,COWICHAN VALLEY,TOWN OF LADYSMITH,27,27,0,0,0,0,18,6,0,3,0,0,0,0,0,0,0,10284344,380901.6296,328000,133145.88,4360,0,NA,NA,NA,NA
2017-09-01,Vancouver Island/Coast,COWICHAN VALLEY,TOWN OF LAKE COWICHAN,13,13,1,1,0,1,8,1,0,1,0,0,0,0,0,0,0,4450800,342369.2308,308500,61703,4170,0,NA,NA,NA,NA
2017-09-01,Vancouver Island/Coast,NANAIMO,CITY OF NANAIMO,297,291,5,3,0,2,193,65,1,22,6,4,1,1,0,0,0,132060734.1,444648.9365,407500,1990947.57,5900,17,13845250,814426.4706,599250,NA
2017-09-01,Vancouver Island/Coast,NANAIMO,CITY OF PARKSVILLE,51,49,0,0,0,0,28,13,6,2,1,0,0,1,1,0,0,22299710,437249.2157,449900,317757,6300,0,NA,NA,NA,NA
2017-09-01,Vancouver Island/Coast,NANAIMO,DISTRICT OF LANTZVILLE (SD 69),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA
2017-09-01,Vancouver Island/Coast,NANAIMO,NANAIMO RURAL,65,62,9,0,2,0,50,0,1,0,1,1,0,0,2,0,0,27772350,427266.9231,410000,426960.5,5500,NA,NA,NA,NA,NA
2017-09-01,Vancouver Island/Coast,NANAIMO,TOWN OF QUALICUM BEACH,36,33,0,0,0,1,27,3,1,1,3,3,0,0,0,0,0,17927833,497995.3611,481161.5,288161.66,7623.23,NA,NA,NA,NA,NA
2017-09-01,Vancouver Island/Coast,POWELL RIVER,DISTRICT OF POWELL RIVER,43,42,1,0,0,1,35,3,0,2,1,0,1,0,0,0,0,11341017.28,263744.5879,289000,149189,3700,NA,NA,NA,NA,NA
2017-09-01,Vancouver Island/Coast,POWELL RIVER,POWELL RIVER RURAL,74,51,19,0,0,0,32,0,0,0,0,0,0,0,1,0,22,25214307.39,340733.8836,232751.705,393114.86,2655.035,NA,NA,NA,NA,NA
2017-09-01,Vancouver Island/Coast,STRATHCONA,CAMPBELL RIVER RURAL,21,21,6,0,0,0,15,0,0,0,0,0,0,0,0,0,0,8660354,412397.8095,220000,137097.08,2400,NA,NA,NA,NA,NA
2017-09-01,Vancouver Island/Coast,STRATHCONA,DISTRICT OF CAMPBELL RIVER,118,116,0,0,0,2,91,23,0,0,1,1,0,0,1,0,0,41333500.6,350283.9034,339950,563870,4654,0,NA,NA,NA,NA
2017-09-01,Vancouver Island/Coast,STRATHCONA,VILLAGE OF GOLD RIVER,7,7,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,850500,121500,136500,NA,NA,0,NA,NA,NA,NA
2017-09-01,Vancouver Island/Coast,STRATHCONA,VILLAGE OF SAYWARD,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,29500,29500,29500,NA,NA,0,NA,NA,NA,NA
2017-09-01,Vancouver Island/Coast,STRATHCONA,VILLAGE OF TAHSIS,2,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,220000,110000,110000,NA,NA,0,NA,NA,NA,NA
2017-09-01,Vancouver Island/Coast,STRATHCONA,VILLAGE OF ZEBALLOS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA
2017-10-01,Cariboo,CARIBOO,CITY OF QUESNEL,25,20,1,0,0,1,14,4,0,0,5,3,0,2,0,0,0,5269400,210776,188200,66164,1882,0,NA,NA,NA,NA
2017-10-01,Cariboo,CARIBOO,CITY OF WILLIAMS LAKE,48,45,1,0,0,0,26,17,0,1,3,3,0,0,0,0,0,9408029.7,196000.6188,188000,110364,1830,0,NA,NA,NA,NA
2017-10-01,Cariboo,CARIBOO,DISTRICT OF 100 MILE HOUSE,8,8,0,1,0,0,5,1,0,1,0,0,0,0,0,0,0,1467000,183375,189750,NA,NA,0,NA,NA,NA,NA
2017-10-01,Cariboo,CARIBOO,DISTRICT OF WELLS,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,65000,65000,65000,NA,NA,0,NA,NA,NA,NA
2017-10-01,Cariboo,CARIBOO,QUESNEL RURAL,36,33,13,1,0,1,18,0,0,0,1,1,0,0,1,1,0,5399599.2,149988.8667,130000,63175.7,1300,NA,NA,NA,NA,NA
2017-10-01,Cariboo,CARIBOO,WILLIAMS LAKE RURAL,125,117,48,1,1,0,67,0,0,0,1,0,0,1,6,1,0,30826650,246613.2,230000,419657.5,2440,NA,NA,NA,NA,NA
2017-10-01,Cariboo,FRASER-FORT GEORGE,CITY OF PRINCE GEORGE,203,195,7,0,0,1,154,12,0,21,7,5,0,2,1,0,0,62659016.43,308665.1056,275599,805460.72,3000,NA,NA,NA,NA,NA
2017-10-01,Cariboo,FRASER-FORT GEORGE,DISTRICT OF MACKENZIE,14,11,1,0,0,0,5,5,0,0,3,0,0,3,0,0,0,8248100,589150,147800,155506,1478,0,NA,NA,NA,NA
2017-10-01,Cariboo,FRASER-FORT GEORGE,PRINCE GEORGE RURAL,60,50,41,0,1,0,8,0,0,0,0,0,0,0,1,9,0,16317380,271956.3333,229500,230212.71,2590,0,NA,NA,NA,NA
2017-10-01,Cariboo,FRASER-FORT GEORGE,VILLAGE OF MCBRIDE,5,4,0,0,0,0,4,0,0,0,1,1,0,0,0,0,0,888000,177600,165000,9730,1650,0,NA,NA,NA,NA
2017-10-01,Cariboo,FRASER-FORT GEORGE,VILLAGE OF VALEMOUNT,19,19,0,0,0,0,5,0,0,14,0,0,0,0,0,0,0,2745100,144478.9474,130000,30232,1300,0,NA,NA,NA,NA
2017-10-01,Kootenay,CENTRAL KOOTENAY,CITY OF CASTLEGAR,26,24,1,2,0,0,20,1,0,0,2,2,0,0,0,0,0,7431770.25,285837.3173,268750,92292,2975,NA,NA,NA,NA,NA
2017-10-01,Kootenay,CENTRAL KOOTENAY,CITY OF NELSON,28,28,0,0,0,0,23,3,0,2,0,0,0,0,0,0,0,10346833.33,369529.7618,354500,152586.67,5090,NA,NA,NA,NA,NA
2017-10-01,Kootenay,CENTRAL KOOTENAY,CRESTON RURAL,25,21,14,0,0,0,7,0,0,0,0,0,0,0,1,3,0,7265050,290602,283500,103090.5,3670,0,NA,NA,NA,NA
2017-10-01,Kootenay,CENTRAL KOOTENAY,NAKUSP RURAL,14,13,5,0,1,0,7,0,0,0,0,0,0,0,0,0,1,2614405,186743.2143,142087.5,34668.7,1420.875,0,NA,NA,NA,NA
2017-10-01,Kootenay,CENTRAL KOOTENAY,NELSON RURAL,43,41,16,2,0,0,21,2,0,0,1,1,0,0,1,0,0,18243130.03,424258.8379,315000,312695.51,4300,NA,NA,NA,NA,NA
2017-10-01,Kootenay,CENTRAL KOOTENAY,TOWN OF CRESTON,14,13,0,0,0,0,7,6,0,0,0,0,0,0,0,1,0,4928247,352017.6429,218000,77748.41,2360,0,NA,NA,NA,NA
2017-10-01,Kootenay,CENTRAL KOOTENAY,VILLAGE OF KASLO,5,3,0,0,0,0,1,2,0,0,2,2,0,0,0,0,0,897000,179400,155000,NA,NA,0,NA,NA,NA,NA
